age,job,marital,education,children,mortgage,empvarrate,conspriceidx,consconfidx,euribor3m,nremployed,y
28,blue-collar,single,basic.9y,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
33,admin.,single,university.degree,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
33,unemployed,married,basic.9y,5,no,1.4,94.465,-41.8,4.864,5228.1,yes
25,admin.,single,high.school,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
25,student,single,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
32,housemaid,married,university.degree,2,yes,1.4,94.465,-41.8,4.864,5228.1,no
25,admin.,married,university.degree,2,yes,1.4,94.465,-41.8,4.864,5228.1,no
31,admin.,single,university.degree,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
42,admin.,divorced,university.degree,2,no,1.4,94.465,-41.8,4.864,5228.1,no
45,management,married,unknown,3,yes,1.4,94.465,-41.8,4.864,5228.1,no
52,blue-collar,married,basic.4y,3,no,1.4,94.465,-41.8,4.864,5228.1,no
26,student,single,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
40,housemaid,divorced,high.school,1,no,1.4,94.465,-41.8,4.864,5228.1,yes
29,admin.,single,university.degree,0,no,1.4,94.465,-41.8,4.864,5228.1,no
31,blue-collar,married,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
53,management,married,university.degree,2,unknown,1.4,94.465,-41.8,4.864,5228.1,no
36,blue-collar,married,basic.9y,1,no,1.4,94.465,-41.8,4.864,5228.1,yes
56,admin.,married,university.degree,1,no,1.4,94.465,-41.8,4.864,5228.1,yes
48,blue-collar,married,basic.9y,3,yes,1.4,94.465,-41.8,4.864,5228.1,no
32,services,married,high.school,2,yes,1.4,94.465,-41.8,4.864,5228.1,no
27,technician,single,university.degree,0,no,1.4,94.465,-41.8,4.864,5228.1,yes
26,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
31,admin.,married,high.school,4,unknown,1.4,94.465,-41.8,4.864,5228.1,no
35,blue-collar,married,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
56,housemaid,married,basic.4y,2,no,1.4,94.465,-41.8,4.864,5228.1,no
34,technician,divorced,basic.9y,0,no,1.4,94.465,-41.8,4.864,5228.1,no
39,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
31,admin.,married,university.degree,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
49,admin.,married,university.degree,2,no,1.4,94.465,-41.8,4.864,5228.1,yes
42,services,married,basic.9y,2,no,1.4,94.465,-41.8,4.864,5228.1,no
41,blue-collar,married,basic.4y,5,no,1.4,94.465,-41.8,4.864,5228.1,no
37,blue-collar,married,basic.6y,1,no,1.4,94.465,-41.8,4.864,5228.1,no
51,blue-collar,married,basic.4y,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
39,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
41,blue-collar,married,basic.4y,3,no,1.4,94.465,-41.8,4.864,5228.1,no
53,blue-collar,married,basic.4y,4,yes,1.4,94.465,-41.8,4.864,5228.1,no
32,blue-collar,married,basic.4y,2,yes,1.4,94.465,-41.8,4.864,5228.1,no
50,housemaid,divorced,high.school,3,yes,1.4,94.465,-41.8,4.864,5228.1,no
25,unknown,single,university.degree,0,no,1.4,94.465,-41.8,4.864,5228.1,yes
45,management,married,unknown,2,yes,1.4,94.465,-41.8,4.864,5228.1,no
61,retired,married,high.school,5,unknown,1.4,94.465,-41.8,4.864,5228.1,no
51,unemployed,married,basic.4y,5,no,1.4,94.465,-41.8,4.864,5228.1,no
33,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
25,admin.,single,university.degree,0,no,1.4,94.465,-41.8,4.864,5228.1,no
23,blue-collar,married,basic.9y,4,yes,1.4,94.465,-41.8,4.864,5228.1,no
35,admin.,married,high.school,1,no,1.4,94.465,-41.8,4.864,5228.1,no
29,unemployed,single,university.degree,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
42,blue-collar,married,basic.9y,1,yes,1.4,94.465,-41.8,4.864,5228.1,no
32,admin.,single,high.school,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
37,unemployed,married,professional.course,0,no,1.4,94.465,-41.8,4.864,5228.1,no
38,admin.,married,high.school,5,no,1.4,94.465,-41.8,4.864,5228.1,no
41,entrepreneur,married,basic.4y,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
40,blue-collar,married,basic.4y,2,no,1.4,94.465,-41.8,4.864,5228.1,no
32,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
50,admin.,married,high.school,1,no,1.4,94.465,-41.8,4.864,5228.1,no
27,blue-collar,single,basic.9y,0,no,1.4,94.465,-41.8,4.864,5228.1,no
36,blue-collar,single,basic.9y,0,unknown,1.4,94.465,-41.8,4.864,5228.1,no
45,services,married,basic.6y,2,unknown,1.4,94.465,-41.8,4.864,5228.1,no
35,technician,single,professional.course,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
30,services,single,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
36,admin.,married,basic.9y,4,no,1.4,94.465,-41.8,4.864,5228.1,no
26,blue-collar,married,basic.9y,1,no,1.4,94.465,-41.8,4.864,5228.1,no
26,admin.,married,high.school,5,no,1.4,94.465,-41.8,4.864,5228.1,no
32,blue-collar,married,basic.4y,1,no,1.4,94.465,-41.8,4.864,5228.1,no
29,admin.,single,high.school,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
26,self-employed,married,university.degree,1,yes,1.4,94.465,-41.8,4.864,5228.1,no
46,blue-collar,married,basic.9y,1,no,1.4,94.465,-41.8,4.864,5228.1,no
39,technician,married,professional.course,0,no,1.4,94.465,-41.8,4.864,5228.1,no
46,blue-collar,married,basic.9y,5,no,1.4,94.465,-41.8,4.864,5228.1,no
27,unemployed,single,university.degree,0,no,1.4,94.465,-41.8,4.864,5228.1,yes
32,admin.,married,university.degree,5,no,1.4,94.465,-41.8,4.864,5228.1,yes
48,admin.,divorced,professional.course,1,yes,1.4,94.465,-41.8,4.864,5228.1,no
42,blue-collar,married,basic.9y,4,no,1.4,94.465,-41.8,4.864,5228.1,no
32,technician,married,professional.course,3,no,1.4,94.465,-41.8,4.864,5228.1,no
23,services,single,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
35,unemployed,married,basic.9y,0,unknown,1.4,94.465,-41.8,4.864,5228.1,no
59,retired,married,basic.6y,0,no,1.4,94.465,-41.8,4.864,5228.1,no
27,blue-collar,married,basic.9y,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
53,admin.,divorced,university.degree,1,yes,1.4,94.465,-41.8,4.864,5228.1,no
50,blue-collar,married,basic.4y,1,no,1.4,94.465,-41.8,4.864,5228.1,no
41,blue-collar,married,basic.4y,5,no,1.4,94.465,-41.8,4.864,5228.1,no
52,management,divorced,university.degree,3,no,1.4,94.465,-41.8,4.864,5228.1,yes
36,entrepreneur,married,university.degree,3,yes,1.4,94.465,-41.8,4.864,5228.1,no
27,services,single,high.school,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
38,admin.,single,university.degree,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
25,blue-collar,married,basic.9y,3,yes,1.4,94.465,-41.8,4.864,5228.1,no
29,blue-collar,single,university.degree,0,no,1.4,94.465,-41.8,4.864,5228.1,yes
51,blue-collar,married,basic.9y,3,no,1.4,94.465,-41.8,4.864,5228.1,no
29,services,married,high.school,2,no,1.4,94.465,-41.8,4.864,5228.1,no
45,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
56,admin.,single,basic.9y,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
47,blue-collar,married,unknown,3,no,1.4,94.465,-41.8,4.864,5228.1,no
28,blue-collar,married,basic.6y,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
39,blue-collar,married,basic.6y,2,yes,1.4,94.465,-41.8,4.864,5228.1,no
53,management,married,basic.6y,4,yes,1.4,94.465,-41.8,4.864,5228.1,no
28,admin.,married,high.school,2,no,1.4,94.465,-41.8,4.864,5228.1,no
45,blue-collar,married,high.school,2,no,1.4,94.465,-41.8,4.864,5228.1,no
36,blue-collar,married,basic.9y,2,no,1.4,94.465,-41.8,4.864,5228.1,no
36,blue-collar,married,basic.9y,3,no,1.4,94.465,-41.8,4.864,5228.1,no
47,blue-collar,married,basic.9y,0,no,1.4,94.465,-41.8,4.864,5228.1,no
40,admin.,divorced,basic.6y,2,no,1.4,94.465,-41.8,4.864,5228.1,no
31,blue-collar,single,basic.9y,0,no,1.4,94.465,-41.8,4.864,5228.1,no
36,technician,single,basic.9y,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
44,blue-collar,divorced,basic.4y,3,no,1.4,94.465,-41.8,4.864,5228.1,no
24,technician,single,high.school,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
45,entrepreneur,married,unknown,4,no,1.4,94.465,-41.8,4.864,5228.1,no
54,entrepreneur,married,university.degree,1,yes,1.4,94.465,-41.8,4.864,5228.1,no
35,blue-collar,single,basic.4y,0,yes,1.4,94.465,-41.8,4.864,5228.1,no
49,blue-collar,married,unknown,1,no,1.4,94.465,-41.8,4.864,5228.1,no
38,technician,married,university.degree,2,no,1.4,94.465,-41.8,4.864,5228.1,yes
55,retired,divorced,professional.course,3,yes,1.4,94.465,-41.8,4.864,5228.1,no
27,technician,married,professional.course,2,yes,1.4,94.465,-41.8,4.864,5228.1,no
54,technician,married,professional.course,3,yes,1.4,94.465,-41.8,4.864,5228.1,no
25,services,single,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
40,technician,married,professional.course,3,no,1.4,94.465,-41.8,4.864,5228.1,no
40,management,married,basic.6y,1,yes,1.4,94.465,-41.8,4.864,5228.1,no
47,blue-collar,married,basic.4y,4,no,1.4,94.465,-41.8,4.864,5228.1,no
46,admin.,divorced,university.degree,4,yes,1.4,94.465,-41.8,4.864,5228.1,no
46,blue-collar,married,high.school,2,yes,1.4,94.465,-41.8,4.864,5228.1,no
52,technician,married,high.school,4,yes,1.4,94.465,-41.8,4.864,5228.1,no
30,blue-collar,married,basic.6y,5,no,1.4,94.465,-41.8,4.864,5228.1,no
39,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
54,admin.,married,university.degree,1,yes,1.4,94.465,-41.8,4.864,5228.1,no
36,technician,married,basic.9y,4,yes,1.4,94.465,-41.8,4.864,5228.1,no
33,blue-collar,married,basic.4y,5,yes,1.4,94.465,-41.8,4.864,5228.1,no
37,blue-collar,single,unknown,0,no,1.4,94.465,-41.8,4.864,5228.1,no
59,blue-collar,married,basic.9y,3,no,1.4,94.465,-41.8,4.864,5228.1,no
37,blue-collar,married,basic.4y,4,yes,1.4,94.465,-41.8,4.864,5228.1,no
38,blue-collar,married,basic.6y,2,yes,1.4,94.465,-41.8,4.864,5228.1,no
33,technician,divorced,professional.course,3,no,1.4,94.465,-41.8,4.864,5228.1,no
34,services,married,university.degree,2,no,1.4,94.465,-41.8,4.864,5228.1,yes
38,technician,married,professional.course,0,no,1.4,94.465,-41.8,4.864,5228.1,no
42,blue-collar,married,basic.6y,0,no,1.4,94.465,-41.8,4.864,5228.1,no
27,blue-collar,married,basic.9y,5,no,1.4,94.465,-41.8,4.864,5228.1,no
22,services,single,high.school,0,no,1.4,94.465,-41.8,4.864,5228.1,no
26,services,married,high.school,1,no,1.4,94.465,-41.8,4.864,5228.1,no
51,technician,divorced,professional.course,4,no,1.4,94.465,-41.8,4.866,5228.1,no
51,admin.,married,high.school,1,no,1.4,94.465,-41.8,4.866,5228.1,no
40,unemployed,divorced,high.school,5,no,1.4,94.465,-41.8,4.866,5228.1,no
35,services,divorced,high.school,3,yes,1.4,94.465,-41.8,4.866,5228.1,no
54,admin.,married,high.school,4,yes,1.4,94.465,-41.8,4.866,5228.1,no
43,blue-collar,married,basic.9y,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
36,technician,married,professional.course,3,no,1.4,94.465,-41.8,4.866,5228.1,no
45,services,married,high.school,0,no,1.4,94.465,-41.8,4.866,5228.1,no
32,self-employed,married,university.degree,0,no,1.4,94.465,-41.8,4.866,5228.1,no
39,blue-collar,married,professional.course,2,yes,1.4,94.465,-41.8,4.866,5228.1,no
36,admin.,divorced,high.school,4,no,1.4,94.465,-41.8,4.866,5228.1,no
44,entrepreneur,single,university.degree,0,no,1.4,94.465,-41.8,4.866,5228.1,yes
37,blue-collar,married,professional.course,4,yes,1.4,94.465,-41.8,4.866,5228.1,no
37,blue-collar,married,professional.course,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
36,blue-collar,married,unknown,0,no,1.4,94.465,-41.8,4.866,5228.1,no
46,self-employed,married,basic.9y,4,no,1.4,94.465,-41.8,4.866,5228.1,no
58,blue-collar,married,professional.course,2,no,1.4,94.465,-41.8,4.866,5228.1,no
34,management,married,university.degree,1,no,1.4,94.465,-41.8,4.866,5228.1,yes
45,unknown,married,unknown,0,no,1.4,94.465,-41.8,4.866,5228.1,no
43,technician,married,professional.course,0,no,1.4,94.465,-41.8,4.866,5228.1,no
34,management,married,university.degree,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
45,blue-collar,married,basic.9y,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
23,services,single,professional.course,0,no,1.4,94.465,-41.8,4.866,5228.1,no
33,admin.,single,professional.course,0,no,1.4,94.465,-41.8,4.866,5228.1,no
45,self-employed,married,university.degree,2,yes,1.4,94.465,-41.8,4.866,5228.1,no
26,self-employed,married,university.degree,4,yes,1.4,94.465,-41.8,4.866,5228.1,no
52,blue-collar,married,basic.9y,2,yes,1.4,94.465,-41.8,4.866,5228.1,no
34,admin.,married,university.degree,2,no,1.4,94.465,-41.8,4.866,5228.1,yes
31,services,single,professional.course,0,no,1.4,94.465,-41.8,4.866,5228.1,no
31,services,single,professional.course,0,no,1.4,94.465,-41.8,4.866,5228.1,no
54,admin.,divorced,university.degree,0,no,1.4,94.465,-41.8,4.866,5228.1,yes
35,blue-collar,married,basic.4y,4,no,1.4,94.465,-41.8,4.866,5228.1,no
53,technician,married,unknown,1,no,1.4,94.465,-41.8,4.866,5228.1,no
37,admin.,married,university.degree,3,no,1.4,94.465,-41.8,4.866,5228.1,yes
34,services,married,high.school,2,yes,1.4,94.465,-41.8,4.866,5228.1,no
49,admin.,divorced,university.degree,1,no,1.4,94.465,-41.8,4.866,5228.1,yes
55,housemaid,divorced,university.degree,5,yes,1.4,94.465,-41.8,4.866,5228.1,no
30,blue-collar,single,unknown,0,no,1.4,94.465,-41.8,4.866,5228.1,no
30,blue-collar,single,unknown,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
45,blue-collar,married,basic.6y,3,yes,1.4,94.465,-41.8,4.866,5228.1,no
35,blue-collar,married,unknown,0,no,1.4,94.465,-41.8,4.866,5228.1,no
35,blue-collar,married,basic.9y,3,no,1.4,94.465,-41.8,4.866,5228.1,no
52,retired,married,high.school,4,no,1.4,94.465,-41.8,4.866,5228.1,no
35,blue-collar,married,basic.9y,1,yes,1.4,94.465,-41.8,4.866,5228.1,no
58,blue-collar,married,basic.4y,0,no,1.4,94.465,-41.8,4.866,5228.1,no
48,admin.,single,university.degree,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
28,admin.,single,university.degree,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
24,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.866,5228.1,no
32,blue-collar,married,basic.9y,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
40,housemaid,married,basic.4y,1,yes,1.4,94.465,-41.8,4.866,5228.1,no
41,housemaid,married,high.school,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
46,admin.,married,university.degree,2,no,1.4,94.465,-41.8,4.866,5228.1,no
29,services,single,high.school,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
46,admin.,single,university.degree,0,no,1.4,94.465,-41.8,4.866,5228.1,yes
36,technician,married,professional.course,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
32,admin.,married,university.degree,2,no,1.4,94.465,-41.8,4.866,5228.1,yes
48,admin.,married,high.school,3,yes,1.4,94.465,-41.8,4.866,5228.1,no
41,services,divorced,basic.9y,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
50,housemaid,married,unknown,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
41,blue-collar,married,basic.9y,2,no,1.4,94.465,-41.8,4.866,5228.1,no
28,technician,single,professional.course,0,no,1.4,94.465,-41.8,4.866,5228.1,no
41,blue-collar,married,basic.9y,2,no,1.4,94.465,-41.8,4.866,5228.1,no
30,technician,married,university.degree,5,no,1.4,94.465,-41.8,4.866,5228.1,yes
42,blue-collar,married,basic.4y,5,yes,1.4,94.465,-41.8,4.866,5228.1,yes
52,management,divorced,university.degree,3,yes,1.4,94.465,-41.8,4.866,5228.1,no
46,admin.,married,high.school,3,no,1.4,94.465,-41.8,4.866,5228.1,no
41,technician,married,basic.6y,3,no,1.4,94.465,-41.8,4.866,5228.1,no
23,services,single,professional.course,0,no,1.4,94.465,-41.8,4.866,5228.1,no
28,unknown,single,unknown,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
33,self-employed,married,university.degree,1,yes,1.4,94.465,-41.8,4.866,5228.1,no
45,blue-collar,married,basic.9y,4,no,1.4,94.465,-41.8,4.866,5228.1,no
38,services,married,high.school,2,no,1.4,94.465,-41.8,4.866,5228.1,no
44,management,married,university.degree,5,no,1.4,94.465,-41.8,4.866,5228.1,no
30,technician,single,professional.course,0,unknown,1.4,94.465,-41.8,4.866,5228.1,no
26,blue-collar,married,basic.9y,5,no,1.4,94.465,-41.8,4.866,5228.1,no
57,retired,single,professional.course,0,no,1.4,94.465,-41.8,4.866,5228.1,no
52,blue-collar,divorced,basic.4y,2,no,1.4,94.465,-41.8,4.866,5228.1,yes
30,blue-collar,single,unknown,0,no,1.4,94.465,-41.8,4.866,5228.1,no
35,admin.,married,university.degree,4,yes,1.4,94.465,-41.8,4.866,5228.1,no
58,admin.,married,unknown,3,no,1.4,94.465,-41.8,4.866,5228.1,no
46,blue-collar,married,professional.course,2,no,1.4,94.465,-41.8,4.866,5228.1,yes
26,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.866,5228.1,no
52,self-employed,married,basic.4y,3,no,1.4,94.465,-41.8,4.866,5228.1,no
48,management,married,university.degree,4,yes,1.4,94.465,-41.8,4.866,5228.1,no
45,admin.,married,basic.9y,2,yes,1.4,94.465,-41.8,4.866,5228.1,no
49,blue-collar,married,basic.9y,2,no,1.4,94.465,-41.8,4.866,5228.1,yes
58,retired,married,basic.4y,1,yes,1.4,94.465,-41.8,4.866,5228.1,no
31,blue-collar,divorced,basic.9y,4,yes,1.4,94.465,-41.8,4.866,5228.1,no
41,technician,married,professional.course,5,no,1.4,94.465,-41.8,4.866,5228.1,no
27,admin.,single,university.degree,0,no,1.4,94.465,-41.8,4.866,5228.1,no
43,blue-collar,single,professional.course,0,no,1.4,94.465,-41.8,4.866,5228.1,no
33,services,married,high.school,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
40,entrepreneur,married,basic.9y,0,no,1.4,94.465,-41.8,4.866,5228.1,no
36,self-employed,divorced,basic.4y,5,yes,1.4,94.465,-41.8,4.866,5228.1,no
58,housemaid,married,basic.4y,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
43,unemployed,married,university.degree,1,yes,1.4,94.465,-41.8,4.866,5228.1,no
31,admin.,married,basic.9y,0,no,1.4,94.465,-41.8,4.866,5228.1,no
32,services,single,basic.9y,0,no,1.4,94.465,-41.8,4.866,5228.1,no
59,technician,married,unknown,3,unknown,1.4,94.465,-41.8,4.866,5228.1,no
38,services,married,basic.4y,5,no,1.4,94.465,-41.8,4.866,5228.1,no
30,blue-collar,married,basic.9y,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
40,admin.,divorced,high.school,3,no,1.4,94.465,-41.8,4.866,5228.1,no
45,blue-collar,married,basic.4y,1,yes,1.4,94.465,-41.8,4.866,5228.1,no
46,admin.,married,basic.9y,1,yes,1.4,94.465,-41.8,4.866,5228.1,no
41,blue-collar,married,basic.9y,0,no,1.4,94.465,-41.8,4.866,5228.1,no
31,blue-collar,married,basic.9y,2,yes,1.4,94.465,-41.8,4.866,5228.1,no
31,blue-collar,married,basic.9y,0,no,1.4,94.465,-41.8,4.866,5228.1,no
41,management,married,university.degree,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
39,services,divorced,high.school,1,no,1.4,94.465,-41.8,4.866,5228.1,no
30,self-employed,single,university.degree,0,no,1.4,94.465,-41.8,4.866,5228.1,yes
49,blue-collar,married,unknown,3,no,1.4,94.465,-41.8,4.866,5228.1,no
56,blue-collar,married,basic.4y,2,yes,1.4,94.465,-41.8,4.866,5228.1,no
43,blue-collar,married,basic.4y,3,no,1.4,94.465,-41.8,4.866,5228.1,no
53,blue-collar,married,basic.4y,3,no,1.4,94.465,-41.8,4.866,5228.1,no
29,blue-collar,single,basic.6y,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
37,services,married,high.school,3,no,1.4,94.465,-41.8,4.866,5228.1,no
52,technician,married,basic.9y,5,yes,1.4,94.465,-41.8,4.866,5228.1,no
45,blue-collar,married,unknown,4,no,1.4,94.465,-41.8,4.866,5228.1,no
57,technician,divorced,basic.9y,5,no,1.4,94.465,-41.8,4.866,5228.1,no
57,blue-collar,married,basic.4y,4,no,1.4,94.465,-41.8,4.866,5228.1,no
36,management,married,university.degree,1,no,1.4,94.465,-41.8,4.866,5228.1,yes
36,blue-collar,married,high.school,0,no,1.4,94.465,-41.8,4.866,5228.1,no
50,blue-collar,married,basic.4y,2,yes,1.4,94.465,-41.8,4.866,5228.1,no
40,entrepreneur,married,basic.6y,3,no,1.4,94.465,-41.8,4.866,5228.1,no
39,blue-collar,married,basic.6y,5,no,1.4,94.465,-41.8,4.866,5228.1,no
28,technician,single,professional.course,0,no,1.4,94.465,-41.8,4.866,5228.1,yes
40,management,married,university.degree,2,unknown,1.4,94.465,-41.8,4.866,5228.1,no
28,blue-collar,married,basic.9y,5,yes,1.4,94.465,-41.8,4.866,5228.1,no
39,blue-collar,married,basic.6y,5,yes,1.4,94.465,-41.8,4.866,5228.1,no
32,entrepreneur,married,high.school,2,yes,1.4,94.465,-41.8,4.866,5228.1,no
37,technician,married,high.school,3,yes,1.4,94.465,-41.8,4.866,5228.1,no
49,entrepreneur,married,basic.4y,2,no,1.4,94.465,-41.8,4.866,5228.1,no
49,blue-collar,married,basic.4y,3,yes,1.4,94.465,-41.8,4.866,5228.1,no
40,unemployed,divorced,high.school,1,no,1.4,94.465,-41.8,4.866,5228.1,no
57,services,married,high.school,4,no,1.4,94.465,-41.8,4.866,5228.1,no
42,housemaid,divorced,basic.4y,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
41,management,married,university.degree,4,no,1.4,94.465,-41.8,4.866,5228.1,yes
53,services,married,high.school,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
44,blue-collar,married,basic.4y,2,no,1.4,94.465,-41.8,4.866,5228.1,no
47,technician,married,professional.course,5,no,1.4,94.465,-41.8,4.866,5228.1,no
56,retired,married,basic.9y,5,yes,1.4,94.465,-41.8,4.866,5228.1,no
40,services,divorced,high.school,1,no,1.4,94.465,-41.8,4.866,5228.1,no
31,blue-collar,single,basic.4y,0,no,1.4,94.465,-41.8,4.866,5228.1,yes
45,housemaid,married,professional.course,1,yes,1.4,94.465,-41.8,4.866,5228.1,no
56,technician,married,professional.course,0,no,1.4,94.465,-41.8,4.866,5228.1,no
49,admin.,divorced,university.degree,4,yes,1.4,94.465,-41.8,4.866,5228.1,no
29,entrepreneur,divorced,basic.9y,4,yes,1.4,94.465,-41.8,4.866,5228.1,no
39,admin.,married,university.degree,5,no,1.4,94.465,-41.8,4.866,5228.1,no
38,services,married,high.school,2,no,1.4,94.465,-41.8,4.866,5228.1,no
58,retired,married,high.school,2,no,1.4,94.465,-41.8,4.866,5228.1,no
37,blue-collar,married,high.school,1,no,1.4,94.465,-41.8,4.866,5228.1,no
50,blue-collar,married,basic.4y,5,unknown,1.4,94.465,-41.8,4.866,5228.1,no
59,retired,married,high.school,5,no,1.4,94.465,-41.8,4.866,5228.1,no
59,retired,married,high.school,2,yes,1.4,94.465,-41.8,4.866,5228.1,no
35,admin.,single,basic.4y,0,no,1.4,94.465,-41.8,4.866,5228.1,no
31,admin.,single,university.degree,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
41,management,married,unknown,5,no,1.4,94.465,-41.8,4.866,5228.1,yes
55,retired,married,professional.course,1,yes,1.4,94.465,-41.8,4.866,5228.1,no
41,blue-collar,single,basic.4y,0,no,1.4,94.465,-41.8,4.866,5228.1,no
42,blue-collar,married,basic.4y,4,no,1.4,94.465,-41.8,4.866,5228.1,no
47,blue-collar,married,basic.6y,0,no,1.4,94.465,-41.8,4.866,5228.1,no
42,blue-collar,married,unknown,2,yes,1.4,94.465,-41.8,4.866,5228.1,no
28,blue-collar,married,basic.4y,0,no,1.4,94.465,-41.8,4.866,5228.1,no
54,admin.,married,university.degree,1,yes,1.4,94.465,-41.8,4.866,5228.1,no
32,technician,single,high.school,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
59,unknown,married,unknown,1,no,1.4,94.465,-41.8,4.866,5228.1,yes
35,technician,married,professional.course,1,yes,1.4,94.465,-41.8,4.866,5228.1,no
31,housemaid,divorced,high.school,1,no,1.4,94.465,-41.8,4.866,5228.1,no
39,services,married,high.school,0,no,1.4,94.465,-41.8,4.866,5228.1,no
41,admin.,married,university.degree,1,no,1.4,94.465,-41.8,4.866,5228.1,yes
36,blue-collar,married,high.school,4,yes,1.4,94.465,-41.8,4.866,5228.1,no
34,blue-collar,married,basic.9y,1,no,1.4,94.465,-41.8,4.866,5228.1,yes
39,entrepreneur,single,basic.6y,0,no,1.4,94.465,-41.8,4.866,5228.1,yes
54,technician,single,university.degree,0,no,1.4,94.465,-41.8,4.866,5228.1,yes
44,blue-collar,married,basic.4y,4,unknown,1.4,94.465,-41.8,4.866,5228.1,no
44,services,married,high.school,1,no,1.4,94.465,-41.8,4.866,5228.1,no
44,technician,single,basic.9y,0,yes,1.4,94.465,-41.8,4.866,5228.1,no
31,services,married,high.school,1,no,1.4,94.465,-41.8,4.866,5228.1,no
56,entrepreneur,married,university.degree,1,yes,1.4,94.465,-41.8,4.866,5228.1,no
31,admin.,married,high.school,3,no,1.4,94.465,-41.8,4.866,5228.1,no
33,self-employed,single,university.degree,0,unknown,1.4,94.465,-41.8,4.866,5228.1,no
44,admin.,married,university.degree,4,yes,1.4,94.465,-41.8,4.866,5228.1,no
47,admin.,divorced,high.school,0,no,1.4,94.465,-41.8,4.866,5228.1,no
37,blue-collar,single,basic.6y,0,no,1.4,94.465,-41.8,4.866,5228.1,no
41,blue-collar,married,basic.4y,4,no,1.4,94.465,-41.8,4.866,5228.1,no
27,admin.,single,university.degree,0,no,1.4,94.465,-41.8,4.866,5228.1,no
49,blue-collar,married,basic.4y,2,no,1.4,94.465,-41.8,4.866,5228.1,no
46,housemaid,married,basic.4y,1,yes,1.4,94.465,-41.8,4.866,5228.1,no
42,blue-collar,married,basic.4y,4,yes,1.4,94.465,-41.8,4.866,5228.1,no
37,admin.,married,high.school,2,yes,1.4,94.465,-41.8,4.866,5228.1,no
46,blue-collar,married,basic.4y,3,yes,1.4,94.465,-41.8,4.866,5228.1,no
46,self-employed,married,basic.9y,2,no,1.4,94.465,-41.8,4.866,5228.1,no
41,blue-collar,married,basic.9y,3,no,1.4,94.465,-41.8,4.866,5228.1,no
